Day_of_Year,temperature_2m_min.p5,temperature_2m_min.p25,temperature_2m_min.p50,temperature_2m_min.p75,temperature_2m_min.p95,temperature_2m_max.p5,temperature_2m_max.p25,temperature_2m_max.p50,temperature_2m_max.p75,temperature_2m_max.p95,relative_humidity.p5,relative_humidity.p25,relative_humidity.p50,relative_humidity.p75,relative_humidity.p95,proba_wind.p5,proba_wind.p25,proba_wind.p50,proba_wind.p75,proba_wind.p95,proba_precipitation.p5,proba_precipitation.p25,proba_precipitation.p50,proba_precipitation.p75,proba_precipitation.p95,snow_depth.p5,snow_depth.p25,snow_depth.p50,snow_depth.p75,snow_depth.p95
1,-3.85,0.05,3.15,5.15,8.71,0.71,5.00,8.04,9.89,12.00,94.43,96.55,97.44,98.23,99.18,0.45,15.45,45.90,72.27,87.27,6.66,27.66,40.33,53.66,71.00,0.00,0.00,0.00,0.01,3.32
2,-3.86,0.12,3.06,4.98,8.57,0.86,5.07,8.00,9.87,11.95,94.33,96.51,97.42,98.20,99.17,0.45,16.82,46.36,73.18,87.27,7.66,27.66,41.33,54.33,70.66,0.00,0.00,0.00,0.01,3.33
3,-3.83,-0.02,2.98,4.89,8.46,0.89,4.94,7.89,9.81,11.91,94.27,96.47,97.37,98.18,99.17,1.36,18.63,47.27,73.63,88.18,8.66,28.33,42.00,54.66,70.00,0.00,0.00,0.00,0.01,3.35
4,-3.82,-0.19,2.87,4.83,8.43,0.88,4.79,7.79,9.74,11.84,94.25,96.43,97.34,98.15,99.16,1.82,20.00,48.18,73.63,88.63,9.66,29.00,42.00,54.66,69.33,0.00,0.00,0.00,0.01,3.42
5,-3.79,-0.30,2.74,4.76,8.33,0.92,4.73,7.71,9.64,11.81,94.25,96.40,97.32,98.16,99.16,1.82,22.27,49.09,73.63,88.63,10.33,29.66,42.33,55.66,67.66,0.00,0.00,0.00,0.01,3.52
6,-3.51,-0.38,2.74,4.76,8.11,0.95,4.71,7.75,9.69,11.71,94.14,96.39,97.32,98.17,99.14,1.82,24.54,49.54,73.63,87.72,10.66,30.33,42.66,56.66,66.33,0.00,0.00,0.00,0.01,3.58
7,-3.59,-0.42,2.71,4.72,8.07,0.91,4.76,7.70,9.64,11.63,94.18,96.41,97.33,98.18,99.13,1.82,26.81,50.00,73.63,87.27,11.00,30.33,42.66,57.00,65.33,0.00,0.00,0.00,0.01,3.45
8,-3.61,-0.39,2.68,4.56,7.92,0.92,4.74,7.63,9.56,11.59,94.15,96.36,97.31,98.13,99.12,1.82,28.63,50.91,73.63,87.27,11.00,30.33,42.66,57.00,65.00,0.00,0.00,0.00,0.01,3.37
9,-3.57,-0.44,2.56,4.46,7.85,0.97,4.76,7.53,9.54,11.59,94.15,96.33,97.29,98.11,99.11,1.82,29.54,50.45,72.72,85.90,10.33,30.33,42.00,55.66,64.66,0.00,0.00,0.00,0.01,3.41
10,-3.62,-0.57,2.42,4.42,7.82,0.91,4.72,7.37,9.47,11.54,94.16,96.31,97.27,98.10,99.08,1.82,29.08,50.45,70.90,84.54,10.00,29.66,41.67,54.33,65.00,0.00,0.00,0.00,0.00,3.48
11,-3.69,-0.72,2.21,4.31,7.71,0.85,4.60,7.18,9.38,11.46,94.08,96.26,97.27,98.08,99.04,1.82,28.63,49.54,68.63,83.63,9.33,29.33,41.33,53.00,65.33,0.00,0.00,0.00,0.00,3.61
12,-3.73,-0.95,2.08,4.19,7.53,0.85,4.50,7.10,9.26,11.35,93.97,96.25,97.26,98.06,99.05,1.36,26.81,48.18,65.90,82.27,8.33,29.33,40.67,52.00,65.66,0.00,0.00,0.00,0.01,3.80
13,-3.84,-0.97,2.02,4.22,7.40,0.82,4.51,7.11,9.22,11.26,94.02,96.29,97.28,98.07,99.08,0.45,24.99,45.91,63.18,80.90,7.00,28.33,40.00,51.00,66.66,0.00,0.00,0.00,0.01,3.98
14,-3.81,-1.03,1.92,4.16,7.35,0.83,4.47,6.94,9.07,11.26,94.15,96.34,97.30,98.08,99.08,0.00,22.72,44.09,61.36,79.09,5.66,27.00,39.33,50.00,68.33,0.00,0.00,0.00,0.01,4.20
15,-3.96,-1.09,1.84,4.04,7.28,0.85,4.45,6.89,9.01,11.29,94.13,96.35,97.32,98.11,99.09,0.00,20.90,41.81,60.00,76.81,4.66,25.33,38.33,48.66,70.00,0.00,0.00,0.00,0.02,4.47
16,-4.16,-1.14,1.73,4.00,7.25,0.89,4.44,6.83,8.98,11.29,94.16,96.35,97.32,98.11,99.11,0.00,19.54,38.63,58.18,75.45,3.66,23.66,37.33,47.66,71.66,0.00,0.00,0.00,0.02,4.80
17,-4.02,-1.11,1.66,3.90,7.17,1.01,4.48,6.81,8.95,11.24,94.15,96.30,97.29,98.11,99.09,0.00,17.72,36.81,56.82,75.00,2.66,22.99,36.66,47.66,72.66,0.00,0.00,0.00,0.02,4.97
18,-3.77,-1.14,1.59,3.75,7.02,1.17,4.56,6.67,8.91,11.22,94.17,96.33,97.28,98.08,99.08,0.00,15.45,34.54,55.91,74.54,2.33,22.00,36.00,47.66,73.33,0.00,0.00,0.00,0.02,4.81
19,-3.70,-1.19,1.49,3.67,6.99,1.27,4.56,6.59,8.82,11.17,94.12,96.24,97.23,98.06,99.08,0.00,14.09,32.72,55.91,75.45,2.00,21.00,35.33,48.00,74.00,0.00,0.00,0.00,0.02,4.62
20,-3.59,-1.19,1.42,3.66,6.93,1.41,4.53,6.56,8.78,11.14,94.09,96.22,97.23,98.03,99.08,0.00,13.63,31.36,56.36,76.36,1.66,20.33,35.00,48.33,74.66,0.00,0.00,0.00,0.02,4.43
21,-3.62,-1.22,1.35,3.63,6.85,1.47,4.43,6.53,8.67,11.11,94.03,96.14,97.18,97.98,99.10,0.00,13.63,31.81,57.27,76.81,1.33,19.66,34.33,49.00,75.33,0.00,0.00,0.00,0.02,4.23
22,-3.70,-1.34,1.27,3.64,6.89,1.42,4.28,6.55,8.66,11.11,94.05,96.07,97.13,97.94,99.10,0.00,15.00,32.72,59.09,77.72,1.00,19.00,34.00,49.66,75.66,0.00,0.00,0.00,0.02,4.04
23,-3.72,-1.38,1.19,3.69,6.94,1.40,4.18,6.50,8.67,11.15,93.95,95.97,97.05,97.88,99.08,0.00,15.91,33.63,60.91,78.63,1.00,19.00,33.66,50.33,76.00,0.00,0.00,0.00,0.02,3.85
24,-3.80,-1.46,1.22,3.67,6.93,1.37,4.08,6.50,8.71,11.20,93.85,95.91,97.02,97.84,99.04,0.00,15.91,34.54,62.27,79.99,1.33,19.33,33.66,51.33,75.33,0.00,0.00,0.00,0.02,3.64
25,-3.87,-1.52,1.27,3.71,7.08,1.36,4.07,6.58,8.74,11.23,93.80,95.90,96.98,97.75,98.99,0.00,15.00,34.99,63.63,82.27,1.66,20.33,33.66,52.00,75.00,0.00,0.00,0.00,0.02,3.40
26,-4.02,-1.53,1.23,3.67,7.26,1.35,4.13,6.57,8.70,11.36,93.79,95.85,96.91,97.68,98.96,0.00,14.09,35.90,65.90,84.54,2.33,21.00,33.66,52.00,74.66,0.00,0.00,0.00,0.02,3.21
27,-3.95,-1.49,1.18,3.64,7.34,1.40,4.08,6.57,8.71,11.41,93.75,95.81,96.88,97.69,98.96,0.00,13.63,35.90,67.72,85.90,3.00,21.66,34.00,51.33,74.00,0.00,0.00,0.00,0.02,3.36
28,-3.96,-1.52,1.14,3.66,7.42,1.40,4.10,6.60,8.72,11.42,93.75,95.77,96.89,97.71,98.97,0.00,14.09,35.90,69.09,85.90,3.66,23.00,34.66,50.66,73.33,0.00,0.00,0.00,0.02,3.64
29,-4.12,-1.56,1.13,3.69,7.34,1.40,4.09,6.69,8.72,11.32,93.74,95.77,96.86,97.68,98.91,0.45,14.09,36.36,69.54,84.99,4.00,24.66,35.33,50.00,72.33,0.00,0.00,0.00,0.02,3.89
30,-4.28,-1.60,1.05,3.69,7.18,1.42,4.05,6.70,8.65,11.27,93.54,95.66,96.83,97.64,98.85,0.45,13.18,36.81,69.09,84.54,5.00,25.66,35.66,49.66,71.00,0.00,0.00,0.00,0.04,4.07
31,-4.27,-1.60,1.06,3.62,7.03,1.43,4.06,6.74,8.66,11.29,93.51,95.59,96.73,97.59,98.86,0.45,12.27,35.90,67.72,84.09,6.00,26.66,36.33,49.00,70.00,0.00,0.00,0.00,0.05,4.26
32,-4.32,-1.60,1.00,3.62,7.13,1.44,4.02,6.79,8.66,11.28,93.50,95.53,96.69,97.59,98.88,0.45,10.45,35.45,65.45,83.18,6.66,27.66,37.00,48.00,69.00,0.00,0.00,0.00,0.06,4.55
33,-4.45,-1.62,0.97,3.62,7.19,1.32,4.01,6.79,8.70,11.34,93.34,95.39,96.60,97.56,98.85,0.45,9.54,35.45,63.18,82.72,7.00,28.33,37.67,47.33,67.66,0.00,0.00,0.00,0.08,4.83
34,-4.58,-1.56,1.00,3.61,7.15,1.31,4.10,6.88,8.81,11.33,93.15,95.28,96.57,97.51,98.81,0.45,9.09,34.99,60.91,82.27,7.00,28.66,37.67,46.66,67.00,0.00,0.00,0.00,0.11,5.00
35,-4.36,-1.45,1.09,3.72,7.12,1.38,4.14,6.91,8.88,11.25,93.04,95.23,96.54,97.47,98.81,0.45,8.63,34.99,58.63,81.81,7.00,28.00,37.67,46.33,66.33,0.00,0.00,0.00,0.11,4.95
36,-4.09,-1.34,1.15,3.69,7.01,1.43,4.25,6.98,8.93,11.26,92.87,95.19,96.52,97.43,98.75,0.45,8.63,34.99,56.82,80.90,7.00,28.00,37.67,46.99,65.33,0.00,0.00,0.00,0.11,4.75
37,-4.01,-1.22,1.22,3.79,7.14,1.57,4.33,7.03,9.01,11.38,92.80,95.12,96.48,97.44,98.76,0.45,8.63,34.54,55.45,79.99,7.00,27.33,37.33,47.66,65.00,0.00,0.00,0.00,0.11,4.51
38,-4.09,-1.20,1.29,3.89,7.21,1.66,4.38,7.13,9.08,11.45,92.84,95.10,96.47,97.41,98.70,0.45,8.63,35.00,53.63,80.45,6.33,26.33,36.67,48.33,65.00,0.00,0.00,0.00,0.11,4.49
39,-4.13,-1.15,1.36,3.99,7.25,1.79,4.46,7.24,9.16,11.57,92.83,95.16,96.50,97.39,98.63,0.00,9.09,35.00,52.27,81.81,6.00,24.67,36.00,49.33,65.66,0.00,0.00,0.00,0.11,4.46
40,-4.22,-1.12,1.38,3.94,7.22,1.93,4.58,7.29,9.12,11.55,92.79,95.16,96.50,97.39,98.64,0.00,10.00,35.00,51.82,83.18,5.00,23.33,35.00,49.66,66.66,0.00,0.00,0.00,0.11,4.46
41,-4.19,-1.11,1.45,4.02,7.28,2.04,4.67,7.35,9.19,11.54,92.74,95.14,96.51,97.42,98.64,0.00,10.45,35.45,51.82,84.54,4.33,21.66,34.00,50.00,67.33,0.00,0.00,0.00,0.11,4.48
42,-4.14,-1.09,1.52,4.09,7.36,2.12,4.80,7.35,9.25,11.58,92.69,95.14,96.46,97.40,98.60,0.00,10.91,35.90,52.27,85.90,4.00,20.00,33.00,50.00,68.00,0.00,0.00,0.00,0.11,4.48
43,-4.12,-1.03,1.61,4.11,7.43,2.18,4.91,7.46,9.26,11.59,92.63,95.18,96.46,97.37,98.57,0.00,10.91,36.36,52.72,86.81,4.00,18.33,32.33,50.00,69.00,0.00,0.00,0.00,0.11,4.44
44,-4.06,-0.96,1.65,4.21,7.42,2.28,4.97,7.54,9.27,11.57,92.64,95.16,96.44,97.39,98.55,0.00,11.36,36.36,53.63,87.72,4.00,17.66,32.33,49.66,69.33,0.00,0.00,0.00,0.11,4.42
45,-3.94,-0.89,1.73,4.30,7.38,2.35,4.95,7.62,9.38,11.65,92.58,95.08,96.38,97.41,98.56,0.00,11.82,35.90,55.00,88.17,4.33,17.33,32.33,50.00,69.66,0.00,0.00,0.00,0.11,4.39
46,-3.83,-0.91,1.75,4.42,7.35,2.37,4.91,7.70,9.47,11.70,92.49,94.99,96.37,97.40,98.52,0.00,11.36,35.45,56.36,88.63,4.33,17.00,32.33,49.33,70.33,0.00,0.00,0.00,0.11,4.37
47,-3.85,-0.99,1.78,4.42,7.22,2.43,4.92,7.74,9.50,11.76,92.38,94.85,96.28,97.32,98.47,0.00,10.91,34.99,57.72,89.54,4.33,17.00,32.33,48.66,71.00,0.00,0.00,0.00,0.11,4.17
48,-3.84,-0.87,1.78,4.35,7.16,2.46,4.98,7.83,9.57,11.90,92.25,94.73,96.14,97.20,98.37,0.00,9.54,34.08,60.00,89.99,5.00,17.33,32.66,47.33,71.33,0.00,0.00,0.00,0.11,3.84
49,-3.79,-0.79,1.79,4.30,7.21,2.48,5.06,7.85,9.62,12.03,92.17,94.64,96.06,97.15,98.34,0.00,7.72,33.63,61.81,89.99,5.66,18.00,33.00,46.66,71.00,0.00,0.00,0.00,0.11,3.49
50,-3.74,-0.68,1.87,4.26,7.25,2.47,5.13,7.93,9.69,12.03,92.15,94.65,96.02,97.16,98.36,0.00,6.82,32.72,62.72,89.99,6.33,18.66,33.66,46.33,70.33,0.00,0.00,0.00,0.10,3.16
51,-3.78,-0.67,1.94,4.27,7.25,2.48,5.25,8.01,9.68,11.98,92.10,94.61,95.99,97.15,98.29,0.00,6.36,31.36,62.72,89.54,7.00,19.66,34.00,46.33,69.33,0.00,0.00,0.00,0.08,2.84
52,-3.76,-0.63,2.03,4.31,7.18,2.48,5.37,8.04,9.76,12.04,92.00,94.53,95.92,97.10,98.21,0.00,6.36,29.54,62.27,88.63,8.33,20.66,34.33,46.66,68.33,0.00,0.00,0.00,0.07,2.48
53,-3.62,-0.57,2.11,4.30,7.14,2.64,5.46,8.09,9.80,12.05,92.04,94.51,95.89,97.09,98.21,0.00,6.36,27.72,62.27,87.72,9.66,21.33,34.33,46.66,67.66,0.00,0.00,0.00,0.05,2.20
54,-3.50,-0.55,2.10,4.26,7.06,2.81,5.54,8.13,9.78,12.03,92.07,94.45,95.80,97.03,98.22,0.00,6.36,26.36,62.27,86.81,10.33,21.66,34.33,47.66,68.00,0.00,0.00,0.00,0.03,1.91
55,-3.52,-0.61,1.96,4.15,6.93,3.00,5.60,8.15,9.77,12.09,92.12,94.39,95.69,96.99,98.15,0.00,6.36,26.36,62.27,85.90,10.66,22.33,34.33,47.33,68.66,0.00,0.00,0.00,0.02,1.69
56,-3.61,-0.74,1.96,4.15,7.03,3.04,5.60,8.14,9.75,12.09,92.12,94.29,95.58,96.97,98.17,0.00,7.27,26.81,61.81,84.99,10.66,22.33,35.00,47.00,69.00,0.00,0.00,0.00,0.02,1.53
57,-3.70,-0.89,1.84,4.13,6.92,2.99,5.59,8.13,9.73,12.14,92.09,94.25,95.49,96.85,98.18,0.00,8.64,27.72,60.91,84.08,10.66,22.33,35.00,47.00,69.66,0.00,0.00,0.00,0.02,1.44
58,-3.74,-0.87,1.73,4.09,6.94,2.95,5.63,8.18,9.75,12.12,92.00,94.17,95.41,96.85,98.24,0.45,10.45,28.63,59.09,83.18,10.33,22.00,34.66,47.66,70.33,0.00,0.00,0.00,0.02,1.45
59,-3.71,-0.88,1.66,4.04,6.87,3.02,5.69,8.21,9.75,12.16,91.99,94.04,95.29,96.81,98.29,0.91,12.27,29.54,57.27,82.27,10.00,21.67,34.00,47.66,71.00,0.00,0.00,0.00,0.02,1.56
60,-3.57,-0.81,1.71,4.10,6.86,3.00,5.67,8.28,9.86,12.22,91.97,93.97,95.22,96.76,98.26,1.36,13.63,30.45,55.91,81.36,9.66,21.00,33.00,47.66,72.00,0.00,0.00,0.00,0.02,1.62
61,-3.58,-0.75,1.69,4.08,6.97,2.93,5.70,8.35,9.99,12.39,91.87,93.90,95.16,96.71,98.17,1.82,15.00,31.81,55.00,80.90,9.66,20.33,32.00,47.66,73.00,0.00,0.00,0.00,0.02,1.63
62,-3.58,-0.69,1.75,4.07,6.88,2.88,5.82,8.47,10.04,12.42,91.77,93.84,95.14,96.69,98.16,2.27,16.36,33.18,54.54,81.36,9.33,19.66,31.00,47.33,74.00,0.00,0.00,0.00,0.02,1.61
63,-3.54,-0.67,1.72,3.99,6.75,2.98,5.91,8.48,10.08,12.47,91.68,93.72,95.09,96.62,98.15,2.72,17.72,34.54,54.54,81.81,8.66,19.66,30.00,47.33,74.66,0.00,0.00,0.00,0.02,1.64
64,-3.57,-0.57,1.65,3.84,6.63,3.14,6.12,8.49,10.10,12.58,91.73,93.68,95.02,96.53,98.12,3.18,18.63,35.00,54.09,81.81,8.33,19.33,29.33,46.66,74.33,0.00,0.00,0.00,0.02,1.61
65,-3.50,-0.44,1.69,3.86,6.58,3.37,6.39,8.56,10.15,12.59,91.74,93.69,95.06,96.50,98.07,3.63,19.54,34.54,52.27,81.81,8.33,19.00,29.00,47.00,73.66,0.00,0.00,0.00,0.02,1.55
66,-3.41,-0.26,1.78,3.85,6.55,3.55,6.58,8.65,10.22,12.58,91.79,93.78,95.10,96.51,98.08,3.63,19.09,34.54,50.45,80.90,8.33,19.00,28.33,47.66,73.33,0.00,0.00,0.00,0.02,1.49
67,-3.34,-0.13,1.85,3.96,6.67,3.58,6.77,8.71,10.33,12.68,91.87,93.81,95.09,96.50,98.08,3.63,18.18,34.09,48.63,79.08,8.66,19.00,28.33,48.00,72.66,0.00,0.00,0.00,0.02,1.45
68,-3.28,-0.10,1.93,4.13,6.81,3.61,6.90,8.81,10.47,12.75,91.89,93.88,95.13,96.54,98.11,3.18,17.27,33.18,48.18,77.72,9.33,19.00,28.33,48.00,72.00,0.00,0.00,0.00,0.02,1.49
69,-3.17,-0.09,2.05,4.29,6.97,3.70,7.00,8.94,10.59,12.83,91.86,93.88,95.18,96.56,98.10,2.72,15.90,32.27,47.72,76.36,9.33,19.00,28.66,48.66,71.00,0.00,0.00,0.00,0.01,1.56
70,-2.92,-0.03,2.14,4.41,6.98,3.93,7.11,9.07,10.67,12.96,91.76,93.85,95.13,96.53,98.10,2.27,14.09,31.36,47.27,74.54,9.33,19.00,29.33,49.33,69.67,0.00,0.00,0.00,0.01,1.58
71,-2.81,0.03,2.22,4.53,7.01,4.14,7.23,9.16,10.83,13.13,91.70,93.83,95.09,96.44,98.04,1.82,12.72,30.45,46.81,72.27,9.33,19.00,31.00,49.66,68.67,0.00,0.00,0.00,0.01,1.53
72,-2.70,0.20,2.32,4.65,7.15,4.32,7.33,9.26,10.99,13.30,91.70,93.81,95.04,96.37,98.01,1.36,11.82,28.63,46.36,69.54,8.33,18.67,32.66,50.00,68.33,0.00,0.00,0.00,0.01,1.40
73,-2.58,0.28,2.40,4.69,7.22,4.36,7.47,9.40,11.09,13.55,91.66,93.74,94.96,96.28,97.98,0.91,10.45,27.72,44.99,67.27,7.66,18.67,34.33,50.33,68.33,0.00,0.00,0.00,0.00,1.29
74,-2.51,0.38,2.50,4.81,7.40,4.26,7.59,9.54,11.34,13.82,91.58,93.74,94.96,96.27,97.93,0.45,9.54,27.72,44.08,65.91,7.33,19.00,35.67,50.67,69.00,0.00,0.00,0.00,0.00,1.30
75,-2.43,0.55,2.67,4.99,7.61,4.15,7.72,9.77,11.55,14.06,91.48,93.68,94.92,96.19,97.93,0.00,8.18,27.72,44.09,65.45,6.66,18.66,36.67,51.33,69.66,0.00,0.00,0.00,0.00,1.40
76,-2.32,0.65,2.75,5.06,7.71,4.14,7.86,9.95,11.75,14.23,91.45,93.64,94.89,96.15,97.88,0.00,8.18,26.82,44.09,65.90,6.33,18.66,37.33,52.33,70.00,0.00,0.00,0.00,0.00,1.53
77,-2.26,0.80,2.88,5.11,7.79,4.18,8.00,10.10,11.87,14.35,91.36,93.56,94.91,96.20,97.79,0.00,8.18,25.91,44.54,67.27,6.00,18.66,38.00,53.00,71.00,0.00,0.00,0.00,0.00,1.64
78,-2.15,0.82,2.97,5.11,7.74,4.29,8.10,10.17,11.96,14.49,91.33,93.55,94.92,96.15,97.66,0.00,7.27,25.45,44.54,68.63,5.33,19.00,38.67,54.33,72.00,0.00,0.00,0.00,0.00,1.70
79,-2.16,0.94,3.11,5.18,7.89,4.22,8.16,10.23,12.14,14.65,91.27,93.53,94.94,96.17,97.64,0.00,6.82,25.45,45.00,70.45,5.33,18.66,39.33,55.00,73.00,0.00,0.00,0.00,0.00,1.68
80,-2.20,0.96,3.13,5.19,8.05,4.30,8.29,10.26,12.29,14.93,91.12,93.46,94.91,96.18,97.64,0.00,6.36,25.45,45.00,72.27,5.33,18.66,39.67,55.33,74.00,0.00,0.00,0.00,0.00,1.66
81,-2.15,1.12,3.25,5.35,8.05,4.38,8.41,10.35,12.37,15.13,91.15,93.43,94.82,96.12,97.68,0.00,6.36,25.91,45.45,73.63,4.99,18.66,40.00,55.33,75.00,0.00,0.00,0.00,0.00,1.65
82,-2.06,1.20,3.23,5.35,8.15,4.54,8.41,10.40,12.43,15.25,91.23,93.40,94.75,96.05,97.56,0.00,5.91,26.81,45.91,74.54,5.33,19.33,40.33,55.66,75.33,0.00,0.00,0.00,0.00,1.65
83,-2.07,1.23,3.28,5.41,8.19,4.67,8.47,10.48,12.55,15.40,91.33,93.41,94.72,96.05,97.54,0.00,6.82,27.27,45.91,74.99,6.33,19.66,40.33,56.00,75.33,0.00,0.00,0.00,0.00,1.59
84,-2.06,1.29,3.37,5.54,8.24,4.71,8.49,10.55,12.65,15.52,91.28,93.40,94.71,96.08,97.58,0.00,7.73,28.18,45.91,74.54,7.33,19.66,40.00,56.33,75.00,0.00,0.00,0.00,0.00,1.56
85,-2.05,1.26,3.36,5.55,8.28,4.61,8.50,10.60,12.71,15.53,91.20,93.33,94.63,96.04,97.58,0.00,8.64,29.09,45.45,73.18,7.66,20.66,39.66,56.00,74.66,0.00,0.00,0.00,0.00,1.56
86,-2.08,1.21,3.31,5.54,8.26,4.61,8.51,10.63,12.71,15.55,90.99,93.20,94.52,95.98,97.55,0.00,8.64,29.09,45.45,71.36,7.66,21.33,39.66,54.66,74.00,0.00,0.00,0.00,0.00,1.56
87,-2.06,1.26,3.34,5.51,8.30,4.75,8.62,10.73,12.80,15.68,90.82,93.12,94.46,95.91,97.52,0.00,8.63,29.99,44.54,68.63,7.33,22.00,39.66,53.66,72.33,0.00,0.00,0.00,0.00,1.54
88,-2.06,1.27,3.38,5.47,8.18,4.87,8.70,10.76,12.85,15.75,90.79,93.03,94.37,95.85,97.52,0.00,9.54,30.45,43.18,65.45,7.00,21.99,39.66,52.66,71.00,0.00,0.00,0.00,0.00,1.48
89,-1.96,1.35,3.34,5.40,8.09,5.04,8.80,10.80,12.97,15.86,90.76,92.96,94.22,95.74,97.53,0.00,10.45,30.45,42.27,61.82,6.66,22.66,39.33,51.66,70.33,0.00,0.00,0.00,0.00,1.40
90,-2.03,1.38,3.38,5.39,8.05,5.19,8.89,10.87,13.15,16.15,90.85,92.93,94.17,95.66,97.52,0.45,11.82,30.00,41.81,58.63,6.33,22.66,39.33,51.33,69.66,0.00,0.00,0.00,0.00,1.35
91,-2.03,1.44,3.44,5.40,8.03,5.32,8.96,10.97,13.22,16.36,90.90,92.88,94.15,95.66,97.57,0.45,12.73,28.63,40.90,56.36,6.00,22.33,38.33,51.00,68.66,0.00,0.00,0.00,0.00,1.32
92,-1.97,1.45,3.50,5.41,7.98,5.49,9.07,11.06,13.26,16.52,90.90,92.84,94.09,95.65,97.59,0.45,13.18,27.72,39.08,54.09,5.66,21.66,37.33,50.66,67.66,0.00,0.00,0.00,0.00,1.25
93,-1.88,1.57,3.60,5.51,8.04,5.72,9.14,11.14,13.29,16.63,90.88,92.87,94.11,95.70,97.60,0.45,12.27,26.36,37.72,51.36,4.66,20.66,36.00,50.00,66.33,0.00,0.00,0.00,0.00,1.12
94,-1.78,1.64,3.67,5.56,8.03,6.05,9.26,11.18,13.31,16.72,90.89,92.81,94.06,95.70,97.59,0.45,11.36,24.54,35.45,49.54,3.66,19.33,35.33,49.66,64.66,0.00,0.00,0.00,0.00,0.95
95,-1.72,1.68,3.75,5.57,8.06,6.34,9.35,11.20,13.41,16.83,90.86,92.80,94.08,95.69,97.55,0.45,10.45,22.27,33.63,48.18,3.33,17.66,34.66,49.00,63.33,0.00,0.00,0.00,0.00,0.77
96,-1.66,1.77,3.82,5.67,8.03,6.61,9.44,11.27,13.44,17.07,90.86,92.79,94.09,95.64,97.54,0.45,9.54,20.45,31.81,47.72,3.33,15.66,33.33,49.00,62.33,0.00,0.00,0.00,0.00,0.62
97,-1.67,1.83,3.95,5.77,8.14,6.79,9.51,11.38,13.58,17.23,90.84,92.81,94.03,95.53,97.56,0.45,8.63,18.18,30.90,47.72,3.66,14.33,32.00,49.00,62.00,0.00,0.00,0.00,0.00,0.49
98,-1.66,1.81,4.05,5.86,8.22,6.95,9.61,11.54,13.71,17.32,90.71,92.69,93.96,95.47,97.52,0.45,7.72,16.36,29.54,47.27,4.00,13.33,30.66,48.00,61.66,0.00,0.00,0.00,0.00,0.38
99,-1.56,1.83,4.05,5.87,8.21,7.16,9.71,11.61,13.73,17.42,90.67,92.60,93.82,95.28,97.33,0.45,6.82,13.63,27.27,47.72,4.00,12.66,29.66,47.00,61.33,0.00,0.00,0.00,0.00,0.29
100,-1.43,1.81,4.09,5.88,8.15,7.35,9.78,11.72,13.72,17.57,90.72,92.58,93.73,95.21,97.23,0.00,5.45,11.36,24.54,47.72,4.33,12.33,29.33,46.00,61.00,0.00,0.00,0.00,0.00,0.22
101,-1.28,1.75,4.08,5.81,8.17,7.59,9.89,11.84,13.81,17.67,90.72,92.52,93.71,95.20,97.18,0.00,3.64,10.00,22.27,48.18,5.00,12.66,29.33,45.66,61.33,0.00,0.00,0.00,0.00,0.17
102,-1.13,1.76,4.12,5.81,8.16,7.81,10.05,11.98,13.97,17.97,90.60,92.42,93.66,95.22,97.24,0.00,2.27,9.09,21.81,48.63,6.00,13.33,29.00,45.66,61.66,0.00,0.00,0.00,0.00,0.13
103,-0.97,1.85,4.18,5.87,8.17,8.02,10.25,12.14,14.09,18.24,90.47,92.28,93.61,95.19,97.22,0.00,1.36,8.63,21.81,49.09,6.66,14.33,29.66,46.33,63.00,0.00,0.00,0.00,0.00,0.11
104,-0.76,1.94,4.30,5.92,8.34,8.22,10.43,12.31,14.28,18.54,90.32,92.27,93.60,95.15,97.16,0.00,0.45,8.63,22.27,48.63,7.66,15.66,30.33,46.66,65.00,0.00,0.00,0.00,0.00,0.09
105,-0.64,2.04,4.37,5.98,8.44,8.37,10.63,12.46,14.42,18.83,90.17,92.23,93.59,95.13,97.15,0.00,0.00,9.09,22.72,48.63,8.66,17.00,31.33,47.33,67.00,0.00,0.00,0.00,0.00,0.08
106,-0.56,2.18,4.52,6.07,8.53,8.50,10.72,12.54,14.59,19.04,90.23,92.13,93.56,95.10,97.18,0.00,0.00,10.00,22.72,48.18,9.66,18.66,32.66,48.33,69.66,0.00,0.00,0.00,0.00,0.08
107,-0.41,2.27,4.59,6.14,8.44,8.65,10.77,12.58,14.65,19.04,90.24,92.12,93.51,95.09,97.16,0.00,0.91,10.91,22.72,47.72,10.33,20.00,34.00,49.33,71.66,0.00,0.00,0.00,0.00,0.08
108,-0.28,2.37,4.68,6.22,8.57,8.82,10.79,12.64,14.76,19.17,90.17,92.12,93.50,95.10,97.14,0.00,1.82,11.82,23.18,48.18,11.00,21.33,35.66,51.00,73.33,0.00,0.00,0.00,0.00,0.05
109,-0.30,2.49,4.84,6.39,8.70,8.87,10.90,12.74,14.80,19.24,90.11,92.13,93.58,95.18,97.15,0.00,2.27,14.09,24.09,47.72,12.00,22.33,37.66,52.66,74.66,0.00,0.00,0.00,0.00,0.02
110,-0.21,2.62,4.92,6.45,8.79,8.86,10.98,12.76,14.77,19.22,90.09,92.07,93.58,95.19,97.14,0.00,3.18,16.82,25.45,47.27,13.00,24.00,39.00,53.66,75.66,0.00,0.00,0.00,0.00,0.01
